nutrition_simplified
name,protein,fat,carbs,Macro
yellow snap beans raw,1.8,0.1,7.1,carbs
snap beans raw,1.8,0.2,7.0,carbs
yellow snap beans canned,1.9,0.2,8.4,carbs
pigeon peas cooked,11.4,0.6,39.1,carbs
catjang cowpeas raw,39.8,3.5,99.6,carbs
navy beans cooked,15.0,1.1,47.4,carbs
mothbeans raw,45.0,3.2,120.6,carbs
cowpeas cooked,5.4,0.4,14.5,carbs
mothbeans cooked,13.8,1.0,37.1,carbs
french beans cooked,12.5,1.3,42.5,carbs
lima beans raw,38.2,1.2,112.8,carbs
winged beans raw,54.0,29.7,75.9,carbs
adzuki beans cooked,17.3,0.2,57.0,carbs
black beans raw,41.9,2.8,121.0,carbs
catjang cowpeas cooked,13.9,1.2,34.7,carbs
baby lima beans cooked,12.0,0.5,35.0,carbs
cowpeas raw,3.1,0.3,8.9,carbs
shellie beans canned,4.3,0.5,15.2,carbs
yardlong beans raw,40.6,2.2,103.4,carbs
pinto beans canned,11.0,1.3,36.4,carbs
chickpeas cooked,14.5,4.2,45.0,carbs
cranberry beans raw,44.9,2.4,117.1,carbs
mungo beans cooked,13.6,1.0,33.0,carbs
tamarinds,0.06,0.01,1.3,carbs
yellow snap beans cooked,2.4,0.4,9.9,carbs
yardlong beans cooked,14.2,0.8,36.1,carbs
bacon beef steak,8.2,12.5,0.2,fat
lamb foreshank raw,85.8,60.7,0.0,protein
bacon,3.3,10.2,0.2,fat
lamb rib cooked,53.9,76.0,0.0,fat
lamb shank raw,84.3,61.2,0.0,protein
scrapple,2.3,3.9,4.0,carbs
chicken nuggets,3.2,4.1,3.0,fat
ground lamb cooked,77.5,61.5,0.0,protein
lamb meat cooked,63.8,45.0,0.0,protein
meat extender,33.5,2.6,33.7,carbs
lamb leg raw,81.2,77.4,0.0,protein
lamb loin cooked,16.1,14.8,0.0,protein
chicken patty,8.9,11.7,7.7,fat
lamb shank roasted,71.0,33.5,0.0,protein
barbecue loaf,3.6,2.0,1.5,protein
lamb sirloin cooked,64.5,54.2,0.0,protein
poultry salad,1.5,1.8,1.0,fat
ground lamb raw,4.7,6.6,0.0,fat
lamb loin raw,4.6,7.5,0.0,fat
lamb sirloin raw,76.8,100.3,0.0,fat
sausage patty mcdonalds,4.3,11.2,0.4,fat
lamb foreshank cooked,42.0,19.9,0.0,protein
ham salad,3.9,7.0,4.8,fat
lamb rib raw,65.9,156.0,0.0,fat
lamb shoulder raw,75.2,97.3,0.0,fat
lamb meat raw,79.6,84.6,0.0,fat
lamb shoulder cooked,62.5,53.5,0.0,protein
mutton cooked,9.5,3.1,0.03,protein
lamb leg cooked,67.7,43.7,0.0,protein
beef stick,4.3,9.9,1.1,fat
veal sirloin cooked,64.1,26.9,0.0,protein
veal rib cooked,57.4,22.2,0.0,protein
veal meat cooked,62.9,23.8,0.0,protein
beef rib roasted,15.4,19.1,0.0,fat
veal sirloin raw,86.5,35.4,0.0,protein
beef top loin filet grilled,37.0,19.0,0.8,protein
beef under blade steak cooked,140.8,46.7,0.0,protein
mock tender steak raw,42.2,8.3,0.0,protein
ground beef cooked,35.5,24.8,0.0,protein
ground beef raw,65.1,136.1,0.0,fat
beef diced asda,0.0,0.7,10.5,carbs
veal rib raw,85.5,40.9,0.0,protein
ground veal raw,5.5,1.9,0.0,protein
t bone steak cooked,89.3,74.1,0.0,protein
veal leg round raw,95.2,14.0,0.0,protein
beef top sirloin steak raw,123.4,77.3,0.0,protein
beef plate steak grilled,47.1,35.6,0.0,protein
ground veal cooked,72.9,22.6,0.0,protein
veal leg round cooked,98.4,17.2,0.0,protein
porterhouse steak raw,81.6,91.1,0.0,fat
veal shank raw,86.9,15.8,0.0,protein
veal breast cooked,76.3,47.5,0.0,protein
corned beef canned,5.7,3.1,0.0,protein
rib eye steak grilled,62.4,47.7,0.0,protein
veal shoulder raw,0.0,0.0,0.0,protein
t bone steak raw,85.7,76.3,0.0,protein
sirloin steak,49.5,14.1,0.0,protein
mock tender steak cooked,21.9,4.9,0.0,protein
beef round steak cooked,64.8,12.1,0.0,protein
chuck blade roast raw,77.8,88.0,0.0,fat
beef shoulder steak raw,48.2,17.3,0.0,protein
beef top blade cooked,21.9,10.0,0.0,protein
corned beef cooked,3.8,4.0,0.01,fat
beef round steak raw,100.1,36.0,0.0,protein
beef shoulder steak grilled,24.0,5.8,0.0,protein
chuck eye steak raw,72.4,62.8,0.0,protein
beef bottom round steak cooked,155.8,35.1,0.0,protein
porterhouse steak cooked,20.4,16.4,0.0,protein
beef under blade steak raw,126.8,80.8,0.0,protein
beef plate steak raw,47.8,46.8,0.9,protein
beef meat canned,9.2,7.9,0.0,protein
beef breakfast strips raw,2.8,8.8,0.2,fat
beef brisket cooked,46.0,43.6,0.0,protein
corned beef raw,66.6,67.6,0.6,fat
beef mince meat asda,0.0,3.1,6.8,carbs
pastrami beef fat free,1.9,0.1,0.1,protein
rib eye steak raw,62.8,54.5,0.4,protein
beef tenderloin steak cooked,37.0,24.0,0.0,protein
chuck blade roast cooked,66.1,62.0,0.0,protein
cured beef dried,0.9,0.02,0.06,protein
beef flank steak cooked,51.8,17.5,0.0,protein
chuck eye steak grilled,76.9,60.5,0.0,protein
veal meat raw,87.8,30.7,0.0,protein
veal loin cooked,8.5,4.9,0.0,protein
veal loin raw,5.3,2.6,0.0,protein
veal shoulder cooked,61.2,19.4,0.0,protein
beef tenderloin steak raw,32.2,29.8,0.0,protein
veal shank cooked,61.2,12.0,0.0,protein
beef brisket raw,83.6,86.5,0.0,fat
pastrami beef,15.5,4.1,0.3,protein
beef flank steak raw,6.0,2.3,0.0,protein
beef top sirloin steak cooked,47.7,25.2,0.0,protein
veal breast raw,79.2,66.9,0.0,protein
beef rib raw,73.8,123.8,0.0,fat
beef jerky,6.6,5.1,2.2,protein
beef breakfast strips cooked,3.5,3.9,0.2,fat
pork olive loaf,3.3,4.6,2.6,fat
beef luncheon meat jellied,5.3,0.9,0.0,protein
turkey pastrami,4.6,1.8,0.5,protein
pork salami,2.3,3.4,0.2,fat
canadian style bacon raw,5.9,2.0,0.5,protein
honey loaf,9.9,3.6,2.6,protein
pork beef salami,2.1,3.1,0.08,fat
beef pork bologna,4.6,7.4,1.6,fat
pork beef salami cooked,2.7,3.2,0.3,fat
pork breakfast strips raw,2.7,8.4,0.2,fat
pickle pimiento loaf,4.3,6.1,3.2,fat
luxury loaf,5.2,1.3,1.4,protein
mortadella,2.5,3.8,0.5,fat
pork bologna,4.3,5.6,0.2,fat
turkey salami cooked,1.0,0.5,0.08,protein
pepperoni beef,0.5,0.9,0.0,fat
peppered loaf,4.9,1.8,1.3,protein
luncheon meat beef,1.8,0.3,0.0,protein
lebanon bologna,10.8,6.0,0.3,protein
chicken pork bologna,2.9,8.6,1.2,fat
turkey roll,4.9,1.9,0.6,protein
beef salami cooked,3.3,5.8,0.5,fat
yachtwurst cooked,8.3,12.7,0.8,fat
italian salami,2.2,3.7,0.1,fat
turkey ham,5.5,1.6,0.3,protein
turkey bologna,3.2,4.5,1.3,fat
sliced turkey breast,2.4,0.6,0.4,protein
luncheon meat pork beef,3.5,9.0,0.7,fat
beef bologna,3.3,7.8,1.3,fat
turkey bacon cooked,24.3,22.9,2.5,protein
ground emu cooked,31.0,5.1,0.0,protein
ostrich leg raw,19.0,1.5,0.0,protein
ostrich strip raw,20.1,2.4,0.0,protein
emu fillet cooked,123.2,9.1,0.0,protein
ostrich tenderloin raw,18.8,2.7,0.0,protein
emu drums cooked,134.7,8.4,0.0,protein
green turtle raw,5.6,0.1,0.0,protein
ground bison cooked,63.6,21.6,0.0,protein
goat meat raw,93.4,10.5,0.0,protein
ground emu raw,26.6,4.7,0.0,protein
ground ostrich raw,22.0,9.5,0.0,protein
ostrich tip cooked,24.2,2.2,0.0,protein
caribou cooked,38.0,6.4,0.0,protein
ground ostrich cooked,24.3,6.6,0.0,protein
ostrich leg cooked,24.7,1.6,0.0,protein
ostrich top loin cooked,23.9,3.3,0.0,protein
ostrich strip cooked,25.0,3.6,0.0,protein
ostrich tip raw,18.6,2.0,0.0,protein
ostrich round raw,18.7,2.0,0.0,protein
ground bison raw,17.2,6.1,0.1,protein
ostrich fan raw,18.5,2.3,0.0,protein
ostrich top loin raw,18.4,2.5,0.0,protein
veal brain cooked,38.9,32.6,0.0,protein
veal tongue cooked,65.9,25.8,0.0,protein
beef heart cooked,8.1,1.3,0.06,protein
turkey liver cooked,14.3,4.3,0.0,protein
veal thymus cooked,6.4,0.9,0.0,protein
beef brain cooked,44.1,55.6,0.0,fat
beef pancreas cooked,60.2,38.2,0.0,protein
beef tripe cooked,10.0,3.4,1.7,protein
chicken gizzard cooked,44.1,3.9,0.0,protein
pork pancreas cooked,69.8,26.5,0.0,protein
beef tongue cooked,5.5,6.3,0.0,fat
lamb heart cooked,47.7,15.1,3.7,protein
beef spleen cooked,77.3,12.9,0.0,protein
veal kidneys cooked,48.4,10.4,0.0,protein
chicken heart cooked,38.3,11.5,0.1,protein
lamb tongue cooked,55.0,51.7,0.0,protein
veal heart cooked,57.7,13.4,0.3,protein
chicken liver cooked,11.3,2.8,0.5,protein
lamb pancreas cooked,52.7,34.9,0.0,protein
veal spleen cooked,83.1,10.0,0.0,protein
lamb liver cooked,102.7,29.6,8.5,protein
turkey gizzard cooked,11.9,2.1,0.0,protein
lamp spleen cooked,78.1,14.1,0.0,protein
turkey heart cooked,5.0,1.5,0.0,protein
beef liver cooked,19.8,3.6,3.5,protein
lamb lungs cooked,75.7,11.8,0.0,protein
pork brain cooked,46.4,36.3,0.0,protein
goose liver,15.4,4.0,5.9,protein
pork kidneys cooked,35.6,6.6,0.0,protein
lamb brain cooked,43.5,35.3,0.0,protein
pork heart cooked,34.2,7.3,0.6,protein
lamb kidneys cooked,60.3,9.2,2.5,protein
beef lungs cooked,61.8,11.2,0.0,protein
veal pancreas cooked,69.8,35.0,0.0,protein
pork liver cooked,92.1,15.6,13.3,protein
beef kidneys cooked,7.7,1.3,0.0,protein
turkey giblets cooked,25.1,6.3,0.0,protein
duck liver raw,8.2,2.0,1.6,protein
veal liver cooked,22.7,5.0,3.0,protein
pork lungs cooked,49.8,9.3,0.0,protein
veal lungs cooked,56.2,7.9,0.0,protein
beef thymus cooked,83.2,95.2,0.0,fat
ham,4.6,2.5,1.0,protein
pork meat cooked,14.1,14.1,0.0,protein
bacon roasted,3.0,3.3,0.1,fat
pork top loin roasts raw,468.4,182.8,0.0,protein
pork blade roll raw,4.7,6.2,0.0,fat
pork backribs raw,204.2,174.9,0.0,protein
pork spareribs cooked,51.4,53.6,0.0,fat
pork stomach cooked,6.1,2.1,0.03,protein
honey smoked ham cooked,9.9,1.3,4.0,protein
boston butt steak raw,79.0,56.1,0.0,protein
pork sirloin chops cooked,23.3,4.5,0.0,protein
pork country style ribs raw,24.8,15.1,0.0,protein
ham patties,8.3,18.3,1.1,fat
pork feet cooked,6.2,4.5,0.0,protein
ground pork cooked,80.4,65.0,0.0,protein
pork centre loin chops cooked,40.2,17.4,0.0,protein
pork leg cap steak cooked,53.5,8.6,0.0,protein
pork blade chops raw,55.8,15.4,0.0,protein
pork tenderloin raw,104.3,17.8,0.0,protein
pork sirloin chops raw,205.5,23.3,0.0,protein
pork leg cap steak raw,50.0,7.8,0.0,protein
pork carcass raw,63.1,159.1,0.0,fat
pork splean cooked,84.3,9.6,0.0,protein
chopped ham,4.6,2.9,1.2,protein
pork centre loin chops raw,41.2,18.0,0.0,protein
pork blade chops cooked,32.4,14.6,1.1,protein
boston butt steak cooked,46.4,32.7,0.0,protein
pork meat raw,2.6,18.6,0.0,fat
pork top loin chops raw,39.9,12.8,0.0,protein
pork blade steak braised,68.2,44.7,0.09,protein
pork boston steaks cooked,43.2,28.1,0.0,protein
bacon cooked,3.5,3.1,0.07,protein
pickled pork hocks,5.4,3.0,0.0,protein
pork boston roast cooked,60.5,49.4,0.0,protein
canadian style bacon grilled,5.7,2.0,0.3,protein
ham steak,11.1,2.4,0.0,protein
pork backfat,13.2,402.3,0.0,fat
bacon baked,2.9,3.5,0.1,fat
pork arm picnic raw,513.6,343.4,0.0,protein
salt pork raw,1.4,22.8,0.0,fat
pork arm picnic cooked,560.3,322.7,0.0,protein
pork top loin chops cooked,39.4,11.2,0.0,protein
ground pork raw,21.1,26.5,0.0,fat
pork shoulder raw,77.9,81.6,0.0,fat
pork chitterlings cooked,3.5,5.8,0.0,fat
pork breakfast strips cooked,3.3,4.1,0.1,fat
pork blade roll roasted,65.0,88.3,1.4,fat
pork tail cooked,46.8,98.5,0.0,fat
pork centre rib roasts raw,44.0,9.7,0.0,protein
pork centre rib roasts roasted,211.3,114.9,0.0,protein
minced ham,3.4,4.3,0.4,fat
ham roasted,28.7,21.3,0.6,protein
pork loin raw,23.1,14.7,0.0,protein
pork backribs roasted,202.0,188.9,0.0,protein
pork belly raw,42.4,240.5,0.0,fat
ham raw,23.8,18.2,0.05,protein
ham extra lean,5.1,2.3,0.6,protein
pork feet pickled,52.8,45.5,0.03,protein
pork shoulder cooked,31.4,28.9,0.0,protein
pork top loin roasts roasted,224.3,74.8,0.0,protein
pork skin,17.3,8.9,0.0,protein
pork country style ribs cooked,22.8,15.2,0.0,protein
pork blade steak raw,67.6,43.7,0.6,protein
pork tenderloin cooked,22.7,6.2,0.0,protein
pork loin cooked,24.2,12.1,0.0,protein
pork ears cooked,17.7,12.0,0.2,protein
pork tongue cooked,55.7,43.0,0.0,protein
pork spareribs raw,200.6,303.5,0.0,fat
ham patties grilled,8.0,18.5,1.0,fat
chicken skin roasted,22.8,45.6,0.0,fat
turkey breast raw,495.6,158.9,0.0,protein
ground turkey raw,22.4,8.7,0.0,protein
chicken wing cooked,4.8,3.5,0.0,protein
turkey roast roasted,28.8,7.8,4.1,protein
pheasant meat raw,181.6,74.3,0.0,protein
chicken back raw,8.3,17.0,0.0,fat
chicken back cooked,8.0,6.5,0.0,protein
chicken leg fried,34.4,25.5,13.8,protein
chicken feet cooked,88.0,66.2,0.9,protein
turkey steak fried,9.1,10.8,10.9,carbs
turkey taco meat cooked,30.7,13.9,5.5,protein
chicken leg raw,56.3,54.9,0.6,protein
chicken meat raw,171.1,138.6,0.0,protein
chicken neck cooked,7.5,6.9,0.0,protein
chicken drumstick fried,15.8,11.3,6.0,protein
quail egg,1.2,1.0,0.08,protein
duck meat cooked,26.6,39.7,0.0,fat
chicken wing roasted,20.2,14.3,0.0,protein
quail meat cooked,113.7,63.9,0.0,protein
goose meat cooked,35.2,30.7,0.0,protein
chicken breast cooked,17.3,4.5,0.0,protein
chicken neck raw,7.0,13.1,0.0,fat
duck egg,9.0,9.6,1.0,fat
pheasant breast raw,88.7,11.8,0.0,protein
duck meat raw,145.7,498.8,0.0,fat
squab meat raw,36.8,47.4,0.0,fat
chicken drumstick raw,23.4,12.4,0.1,protein
turkey meat roasted,42.8,11.1,0.03,protein
chicken breast raw,36.3,16.1,0.0,protein
ground chicken cooked,58.4,27.4,0.0,protein
turkey wing cooked,50.9,23.1,0.0,protein
goose meat raw,259.8,550.7,0.0,fat
turkey breast roasted,496.1,128.0,0.0,protein
chicken fajita strips,1.7,0.5,0.2,protein
crispy chicken strips tyson,0.0,6.0,0.0,fat
eggnog,11.6,10.6,20.4,carbs
beer light,0.8,0.0,5.4,carbs
beer budweiser,0.1,0.0,0.9,carbs
weizenbier erdinger,0.0,18.0,0.0,fat
beer light budweiser,0.07,0.0,0.4,carbs
beer,1.5,0.0,11.7,carbs
root beer,0.0,0.0,52.3,carbs
whiskey sour mix,0.05,0.07,6.3,carbs
whiskey sour,0.0,0.0,13.9,carbs
tequila sunrise,0.6,0.2,23.8,carbs
daiquiri,0.04,0.04,4.2,carbs
pina colada,0.6,2.7,32.0,carbs
whiskey,0.0,0.0,0.1,carbs
rum,0.0,0.0,0.0,protein
vodka smirnoff,0.0,0.4,2.0,carbs
coffee liqueur,0.04,0.04,13.8,carbs
gin,0.0,0.0,0.0,protein
dessert wine sweet,0.2,0.0,14.1,carbs
chenin blanc white wine,0.1,0.0,4.9,carbs
gamay red wine,0.1,0.0,3.5,carbs
late harvest white wine,0.1,0.0,20.6,carbs
gewurztraminer white wine,0.1,0.0,3.8,carbs
burgundy red wine,0.1,0.0,7.4,carbs
zinfandel red wine,0.1,0.0,4.2,carbs
muller thurgau white wine,0.1,0.0,5.2,carbs
mouvedre red wine,0.1,0.0,3.9,carbs
table wine,0.1,0.0,4.0,carbs
wine light,0.1,0.0,1.7,carbs
white wine,0.1,0.0,3.8,carbs
petite sirah red wine,0.1,0.0,3.9,carbs
non alcoholic wine,0.1,0.0,0.3,carbs
pinot noir red wine,0.1,0.0,3.4,carbs
pinot gris grigio white wine,0.1,0.0,3.0,carbs
riesling white wine,0.1,0.0,5.5,carbs
barbera red wine,0.1,0.0,5.6,carbs
lemberger red wine,0.1,0.0,3.6,carbs
merlot red wine,0.1,0.0,3.7,carbs
sangiovese red wine,0.1,0.0,3.9,carbs
sauvignon blanc white wine,0.1,0.0,3.0,carbs
syrah red wine,0.1,0.0,3.8,carbs
carignane red wine,0.4,0.0,12.0,carbs
pinot blanc white wine,0.1,0.0,2.9,carbs
semillon white wine,0.1,0.0,4.6,carbs
dessert wine dry,1.0,0.0,58.4,carbs
red wine,0.1,0.0,3.8,carbs
cabernet sauvignon red wine,0.1,0.0,5.2,carbs
muscat white wine,0.1,0.0,7.8,carbs
cooking wine,0.03,0.0,0.3,carbs
chardonnay white wine,0.1,0.0,4.3,carbs
claret red wine,0.1,0.0,4.4,carbs
rice sake,0.7,0.0,7.4,carbs
fume blanc white wine,0.1,0.0,3.3,carbs
cabarnet franc red wine,0.1,0.0,3.6,carbs
chocolate frosting,0.2,3.6,13.0,carbs
white sugar,0.0,0.0,5.0,carbs
egg substitute,24.0,0.0,4.8,protein
agave syrup,0.02,0.08,5.3,carbs
splenda sweetener,0.0,0.0,91.2,carbs
vanilla extract,0.0,0.07,0.5,carbs
egg yolk dried,1.3,2.3,0.05,fat
granulated sugar,0.0,0.0,4.2,carbs
baking chocolate,3.7,15.2,8.7,fat
bakers yeast,1.4,0.3,3.1,carbs
fondant,0.0,0.01,26.4,carbs
brown sugar,0.02,0.0,4.1,carbs
white frosting dry,4.8,0.0,196.4,carbs
maple sugar,0.04,0.06,10.9,carbs
fructose sweetener,0.0,0.0,4.2,carbs
saccharin sweetener,0.9,0.0,89.1,carbs
egg white raw,3.6,0.06,0.2,protein
turbinado sugar,0.0,0.0,4.6,carbs
vanilla frosting,0.0,75.0,313.7,carbs
aspartame sweetener,2.2,0.0,89.1,carbs
egg raw,7.0,5.3,0.4,protein
pineapple topping,0.3,0.3,225.8,carbs
egg white dried,5.8,0.09,0.3,protein
egg yolk raw,2.7,4.5,0.6,fat
baking soda,0.0,0.0,0.0,protein
egg dried,2.4,2.2,0.05,protein
strawberry topping,0.01,0.1,13.9,carbs
bakers yeast dry,1.6,0.3,1.6,protein
almond paste,20.4,63.0,108.5,carbs
cream of tartar,0.0,0.0,1.8,carbs
popover dry mix,17.7,7.3,120.7,carbs
egg substitute powder,15.7,3.7,6.2,protein
gelatin powder,4.3,0.09,0.0,protein
tapioca pearls,0.3,0.09,134.8,carbs
baking powder,0.0,0.0,1.3,carbs
egg boiled,7.5,6.4,0.7,protein
millet flour,12.8,5.1,86.9,carbs
triticale flour,17.1,2.4,95.1,carbs
corn flour white,9.6,4.2,87.3,carbs
rice flour brown,11.4,4.4,120.8,carbs
sorghum flour,9.5,4.0,93.7,carbs
cornmeal whole grain,9.9,4.4,93.8,carbs
cornmeal white,11.2,2.7,124.7,carbs
barley flour,15.5,2.4,110.3,carbs
safflower seed meal,10.1,0.7,13.8,carbs
sesame flour,38.5,46.4,33.3,fat
whole grain wheat flour,15.9,3.0,86.4,carbs
corn flour yellow,8.1,4.5,89.9,carbs
corn flour whole grain,8.1,4.5,89.9,carbs
cottonseed flour low fat,14.1,0.4,10.2,protein
sunflower seed flour,1.9,0.01,1.4,protein
sesame meal,4.8,13.6,7.4,fat
acorn flour,9.4,37.7,68.3,carbs
rice flour white,9.4,2.2,126.6,carbs
sesame flour low fat,14.2,0.5,10.0,protein
potato flour,11.0,0.5,133.0,carbs
cornmeal yellow,11.2,2.7,124.7,carbs
rye flour,10.0,1.4,78.2,carbs
arrowroot flour,0.4,0.1,112.8,carbs
chickpea flour,20.6,6.2,53.2,carbs
wheat flour,12.9,1.2,95.4,carbs
cornstarch,0.3,0.03,116.8,carbs
carob flour,0.3,0.06,5.3,carbs
buckwheat flour,15.1,3.7,84.7,carbs
pecan pie,6.0,27.1,63.7,carbs
apple pie,3.0,15.6,46.4,carbs
vanilla wafer pie crust,6.5,63.7,88.4,carbs
chocolate pie crust,11.1,40.8,117.4,carbs
apple strudel,2.3,8.0,29.2,carbs
chocolate snack cake,1.8,8.0,30.2,carbs
fruit fried pie,3.8,20.6,54.5,carbs
pumpkin pie,7.0,14.4,40.9,carbs
corn cake,0.7,0.2,7.5,carbs
sponge snack cake,1.5,4.8,26.9,carbs
danish pastry with nuts,4.6,16.4,29.7,carbs
chocolate cream pie,2.6,19.2,33.3,carbs
angel food cake,1.7,0.2,16.2,carbs
lemon meringue pie,4.8,16.4,49.7,carbs
danish pastry with cinnamon,4.8,16.7,46.9,carbs
cinnamon coffeecake,3.9,13.3,26.6,carbs
cheesecake,4.4,18.0,20.4,carbs
fruitcake,1.2,3.9,26.5,carbs
egg custard,14.2,12.9,31.0,carbs
mince pie,4.3,17.8,79.2,carbs
yellow cake with chocolate frosting,4.6,25.6,79.7,carbs
danish pastry with fruit,4.8,15.9,45.1,carbs
white cake with coconut frosting,4.9,11.5,70.8,carbs
danish pastry with cheese,5.8,24.6,28.7,carbs
graham cracker pie crust,9.3,45.4,117.7,carbs
blueberry pie,4.0,17.5,49.2,carbs
yellow cake with vanilla frosting,2.2,9.3,37.6,carbs
pie crust,1.5,8.0,10.9,carbs
chocolate cake with chocolate frosting,4.8,27.7,72.9,carbs
cheese coffeecake,5.3,11.6,33.7,carbs
vanilla cream pie,6.0,18.1,41.1,carbs
pineapple cake,4.0,13.9,58.1,carbs
peach pie,2.2,11.7,38.5,carbs
fruit coffeecake,2.6,5.1,25.8,carbs
pound cake,1.7,6.0,14.6,carbs
pound cake bread,3.9,9.6,28.2,carbs
white cake,4.0,9.2,42.3,carbs
coffeecake with chocolate frosting,4.5,9.7,48.4,carbs
popcorn cake,1.0,0.3,8.0,carbs
banana cream pie,52.2,161.3,390.2,carbs
baked apple pie mcdonalds,0.9,4.4,12.3,carbs
sponge cake,4.6,2.7,36.4,carbs
yellow cake,3.6,9.9,36.0,carbs
shortcake,1.7,4.0,13.7,carbs
cherry pie,5.0,22.0,69.3,carbs
dutch apple pie,3.0,15.8,61.0,carbs
chocolate cake,5.0,14.3,50.7,carbs
marshmallow,0.4,0.03,16.3,carbs
sugar apple,1.6,0.2,18.2,carbs
toffee,0.1,3.9,7.8,carbs
vanilla fudge with nuts,0.8,3.9,21.1,carbs
peanuts chocolate coated,0.5,1.3,2.0,carbs
caramel with nuts chocolate coated,1.3,2.9,8.5,carbs
gingerbread,2.9,12.1,36.4,carbs
rolo nestle,0.01,1.0,0.2,fat
vanilla fudge,0.3,1.5,23.2,carbs
halavah,8.7,15.1,42.3,carbs
praline,1.3,10.1,23.2,carbs
fruit juice bar,0.9,0.09,15.6,carbs
peanut brittle,2.1,5.4,20.2,carbs
butterscotch,0.08,0.2,4.8,carbs
chocolate coffee beans,2.1,9.4,15.6,carbs
nougat with almonds,0.5,0.2,12.9,carbs
carob,2.0,7.8,14.1,carbs
peanut butter fudge,0.6,1.1,12.4,carbs
sugar coated almonds,0.4,0.6,2.4,carbs
chocolate coated marshmallow,1.1,4.7,19.0,carbs
raisins chocolate coated,4.1,14.8,68.4,carbs
chewing gum sugarless,0.0,0.01,1.9,carbs
chewing gum,0.0,0.03,2.9,carbs
chocolate syrup,0.8,0.4,25.4,carbs
chocolate fudge syrup,0.9,1.7,12.0,carbs
m ms milk chocolate mars,1.8,8.9,29.9,carbs
milk chocolate with almonds,3.7,14.1,21.9,carbs
chocolate fudge,0.4,1.8,13.0,carbs
milk chocolate with rice cereal,0.0,0.0,0.0,protein
m ms peanut chocolate mars,1.7,4.7,10.9,carbs
dark chocolate,1.5,9.7,18.0,carbs
chocolate semisweet,7.1,50.4,107.4,carbs
after eight mints nestle,0.1,1.0,6.7,carbs
milk chocolate,0.5,2.1,4.2,carbs
white chocolate,1.8,9.6,17.8,carbs
chocolate,1.6,14.0,24.8,carbs
twix mars,1.4,7.2,18.8,carbs
kit kat nestle,0.7,3.3,7.6,carbs
snickers mars,4.3,13.6,35.1,carbs
milky way mars,2.3,10.0,41.3,carbs
clif bar,10.0,4.0,44.5,carbs
gum drops,0.0,0.04,4.4,carbs
skittles wild berry mars,0.1,2.6,56.3,carbs
skittles original mars,0.1,2.7,56.3,carbs
skittles tropical mars,0.1,2.7,56.3,carbs
fruit leather,0.03,0.4,12.0,carbs
taffy,0.09,0.5,13.7,carbs
eisbonbons mac iver,0.0,0.0,0.0,protein
caramels,0.5,0.8,7.8,carbs
hard candy,0.0,0.07,5.9,carbs
jellybeans,0.0,0.04,1.0,carbs
jellies,0.0,0.07,14.7,carbs
wheat germ toasted,8.7,3.2,14.9,carbs
crispy brown rice,2.3,1.1,27.5,carbs
bran flakes asda,0.0,0.6,0.2,fat
amaranth cooked,9.3,3.9,46.0,carbs
triticale,25.1,4.0,138.5,carbs
barley raw,1.2,0.1,9.3,carbs
bulgur dry,6.1,0.7,37.9,carbs
cottonseed kernels roasted,48.6,54.1,32.6,fat
rice bran,15.8,24.6,58.6,carbs
chaptti roti indian bread,7.0,2.5,0.09,protein
quinoa cooked,8.1,3.6,39.4,carbs
dar vida swiss original,0.0,3.1,0.5,fat
teff cooked,9.8,1.6,50.0,carbs
couscous dry,22.1,1.1,134.0,carbs
weetabix weetabix,0.0,11.5,0.0,fat
oat bran cooked,7.0,1.9,25.1,carbs
buckwheat cooked,5.7,1.0,33.5,carbs
millet puffed,2.7,0.7,16.8,carbs
oat bran raw,1.3,0.5,4.9,carbs
popcorn oil popped,0.8,4.8,5.0,carbs
kamut cooked,11.1,1.6,52.4,carbs
wheat bran,9.0,2.5,37.4,carbs
cheese popcorn,1.0,3.7,5.7,carbs
raisin bran crunch kelloggs,1.9,0.5,21.2,carbs
couscous cooked,6.0,0.3,36.5,carbs
multigrain cheerios general mills,0.04,0.0,1.0,carbs
bulgur cooked,5.6,0.4,33.8,carbs
popcorn air popped,1.0,0.4,6.2,carbs
teff raw,25.7,4.6,141.1,carbs
spelt cooked,10.7,1.6,51.3,carbs
millet raw,22.0,8.4,145.7,carbs
popcorn unpopped,3.1,1.2,20.9,carbs
whole wheat cooked,4.8,1.0,33.2,carbs
wheat sprouted,8.1,1.4,45.9,carbs
whole wheat dry,3.1,0.6,21.1,carbs
caramel popcorn,1.1,3.6,22.4,carbs
wheat puffed,1.8,0.1,9.6,carbs
roggenmischbrot sonnenblumenkerne aldi,0.0,3.1,0.0,fat
wheat germ,7.2,3.0,16.1,carbs
microwave popcorn,7.3,26.3,49.8,carbs
millet cooked,6.1,1.7,41.2,carbs
kamut raw,27.3,4.1,130.9,carbs
wheat durum,26.3,4.7,136.6,carbs
sorghum,21.7,6.3,143.3,carbs
white wheat,21.7,3.3,145.7,carbs
rye,17.5,2.8,128.2,carbs
spelt raw,25.4,4.2,122.1,carbs
buckwheat raw,1.6,0.4,8.6,carbs
honey cereali general mills,0.0,2.0,3.0,carbs
barley cooked,3.5,0.7,44.3,carbs
oats,1.7,0.7,6.6,carbs
amaranth raw,1.4,0.7,6.5,carbs
semolina,21.2,1.8,121.6,carbs
quinoa dry,8.5,3.6,38.5,carbs
